entity_name,label_name,label
Schleswig-Holstein FDP-Fraktion,Partei,1
Schleswig-Holstein SPD-Fraktion,Partei,1
Schleswig-Holstein CDU-Fraktion,Partei,1
Sachsen-Anhalt AfD-Fraktion,Partei,1
Sachsen-Anhalt BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Sachsen-Anhalt SPD-Fraktion,Partei,1
Sachsen-Anhalt CDU-Fraktion,Partei,1
Sachsen AfD-Fraktion,Partei,1
Sachsen BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Sachsen DIE LINKE-Fraktion,Partei,1
Sachsen SPD-Fraktion,Partei,1
Sachsen CDU-Fraktion,Partei,1
Saarland AfD-Fraktion,Partei,1
Sachsen-Anhalt DIE LINKE-Fraktion,Partei,1
Saarland DIE LINKE-Fraktion,Partei,1
Rheinland-Pfalz FDP-Fraktion,Partei,1
Hessen SPD-Fraktion,Partei,1
Rheinland-Pfalz CDU-Fraktion,Partei,1
Nordrhein-Westfalen FDP-Fraktion,Partei,1
Nordrhein-Westfalen SPD-Fraktion,Partei,1
Rheinland-Pfalz BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Nordrhein-Westfalen BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Nordrhein-Westfalen CDU-Fraktion,Partei,1
Niedersachsen FDP-Fraktion,Partei,1
Nordrhein-Westfalen AfD-Fraktion,Partei,1
Niedersachsen SPD-Fraktion,Partei,1
Mecklenburg-Vorpommern SPD-Fraktion,Partei,1
Niedersachsen CDU-Fraktion,Partei,1
Mecklenburg-Vorpommern AfD-Fraktion,Partei,1
Mecklenburg-Vorpommern DIE LINKE-Fraktion,Partei,1
Mecklenburg-Vorpommern CDU-Fraktion,Partei,1
Hessen AfD-Fraktion,Partei,1
Hessen FDP-Fraktion,Partei,1
Hessen BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Rheinland-Pfalz SPD-Fraktion,Partei,1
Hessen DIE LINKE-Fraktion,Partei,1
Niedersachsen BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Saarland SPD-Fraktion,Partei,1
Saarland CDU-Fraktion,Partei,1
Rheinland-Pfalz Freie Wähler-Fraktion,Partei,1
Bayern FREIE WÄHLER-Fraktion,Partei,1
Bayern FREIE WÄHLER Landesgliederung,Partei,1
Bayern FDP-Fraktion,Partei,1
Hamburg BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Hamburg CDU-Fraktion,Partei,1
Bremen M.R.F/AfD-Fraktion,Partei,1
Bremen FDP-Fraktion,Partei,1
Bremen DIE LINKE-Fraktion,Partei,1
Bremen SPD-Fraktion,Partei,1
Bremen BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Bremen CDU-Fraktion,Partei,1
Brandenburg AfD-Fraktion,Partei,1
Brandenburg Vereinigte Bürger/Freie Wähler,Partei,1
Brandenburg DIE LINKE-Fraktion,Partei,1
Brandenburg SPD-Fraktion,Partei,1
Brandenburg BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Brandenburg CDU-Fraktion,Partei,1
Berlin AfD-Fraktion,Partei,1
Berlin FDP-Fraktion,Partei,1
SPD-Fraktion im Bundestag,Partei,1
Junge Alternative Nordrhein-Westfalen,Partei,1
Thüringen SPD-Fraktion,Partei,1
Junge Alternative Rheinland-Pfalz,Partei,1
Hamburg AfD-Fraktion,Partei,1
Baden-Württemberg SPD-Fraktion,Partei,1
Hamburg SPD-Fraktion,Partei,1
Bayern BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Bayern CSU-Fraktion,Partei,1
Baden-Württemberg AfD-Fraktion,Partei,1
Baden-Württemberg FDP-Fraktion,Partei,1
Baden-Württemberg BÜNDNIS 90/DIE GRÜNEN-Fraktion,Partei,1
Baden-Württemberg CDU-Fraktion,Partei,1
DIE EINHEIT ,Partei,1
Bündnis90/Grüne-Fraktion im Bundestag,Partei,1
FDP-Fraktion im Bundestag,Partei,1
Bayern SPD-Fraktion,Partei,1
AfD-Fraktion im Bundestag,Partei,1
CDU/CSU Fraktion im Bundestag,Partei,1
Junge Alternative Thüringen,Partei,1
Junge Alternative Schleswig-Holstein,Partei,1
Junge Alternative Sachsen-Anhalt,Partei,1
Junge Alternative Sachsen ,Partei,1
Junge Alternative Saarland,Partei,1
LINKE-Fraktion im Bundestag,Partei,1
Deutsche Mitte; Politik geht anders… ,Partei,1
NEIN!-Idee (NEIN!),Partei,1
Bündnis Grundeinkommen; Die Grundeinkommenspartei ,Partei,1
Junge Union Rheinland-Pfalz,Partei,1
Junge Union Nordrhein-Westfalen,Partei,1
Junge Union Niedersachsen,Partei,1
SPD Sachsen,Partei,1
Junge Liberale Rheinland-Pfalz,Partei,1
CDU Saarland,Partei,1
Junge Liberale Sachsen,Partei,1
GRÜNE JUGEND Schleswig-Holstein,Partei,1
GRÜNE JUGEND Sachsen-Anhalt,Partei,1
GRÜNE JUGEND Sachsen,Partei,1
GRÜNE JUGEND Saarland,Partei,1
Junge Alternative Hessen,Partei,1
GRÜNE JUGEND Rheinland-Pfalz,Partei,1
GRÜNE JUGEND Niedersachsen,Partei,1
GRÜNE JUGEND Mecklenburg-Vorpommern,Partei,1
GRÜNE JUGEND Hessen,Partei,1
GRÜNE JUGEND Thüringen,Partei,1
GRÜNE JUGEND Hamburg,Partei,1
GRÜNE JUGEND Brandenburg,Partei,1
GRÜNE JUGEND Berlin,Partei,1
GRÜNE JUGEND Bayern,Partei,1
GRÜNE JUGEND Baden-Württemberg,Partei,1
GRÜNE JUGEND ,Partei,1
DIE GRÜNEN Thüringen,Partei,1
GRÜNE JUGEND Nordrhein-Westfalen,Partei,1
Junge Union Sachsen,Partei,1
Junge Union Sachsen-Anhalt,Partei,1
Junge Union Schleswig-Holstein,Partei,1
CDU Mecklenburg-Vorpommern,Partei,1
CDU Hessen,Partei,1
CDU Hamburg,Partei,1
CDU Bremen,Partei,1
CDU Brandenburg,Partei,1
CDU Berlin,Partei,1
CDU Baden-Württemberg,Partei,1
Christlich Demokratische Union Deutschlands (CDU),Partei,1
CDU Nordrhein-Westfalen,Partei,1
DEMOKRATIE IN BEWEGUNG ,Partei,1
Junge Union Hessen,Partei,1
Junge Union Mecklenburg-Vorpommern,Partei,1
SPD Rheinland-Pfalz,Partei,1
SPD Nordrhein-Westfalen,Partei,1
SPD Niedersachsen,Partei,1
SPD Mecklenburg-Vorpommern,Partei,1
SPD Hessen,Partei,1
SPD Hamburg,Partei,1
SPD Bremen,Partei,1
SPD Brandenburg,Partei,1
SPD Berlin,Partei,1
SPD Bayern,Partei,1
SPD Baden-Württemberg,Partei,1
Sozialdemokratische Partei Deutschlands (SPD),Partei,1
Junge Union Thüringen,Partei,1
DIE GRÜNEN Schleswig-Holstein,Partei,1
CDU Niedersachsen,Partei,1
DIE GRÜNEN Sachsen-Anhalt,Partei,1
GRÜNE JUGEND Bremen,Partei,1
DIE LINKE Thüringen,Partei,1
DIE LINKE Schleswig-Holstein,Partei,1
DIE LINKE Sachsen-Anhalt,Partei,1
DIE LINKE Sachsen,Partei,1
DIE LINKE Saarland,Partei,1
DIE LINKE Rheinland-Pfalz,Partei,1
DIE LINKE Nordrhein-Westfalen,Partei,1
DIE LINKE Niedersachsen,Partei,1
DIE LINKE Mecklenburg-Vorpommern,Partei,1
DIE LINKE Hamburg,Partei,1
DIE LINKE Hessen,Partei,1
linksjugend [ˈsolid] ,Partei,1
DIE LINKE Bremen,Partei,1
DIE LINKE Berlin,Partei,1
DIE LINKE Bayern,Partei,1
DIE LINKE (DIE LINKE),Partei,1
Junge Liberale Thüringen,Partei,1
Junge Liberale Schleswig-Holstein,Partei,1
DIE GRÜNEN Nordrhein-Westfalen,Partei,1
Junge Liberale Sachsen-Anhalt,Partei,1
linksjugend [ˈsolid] Baden-Württemberg,Partei,1
linksjugend [ˈsolid] Bayern,Partei,1
DIE LINKE Baden-Württemberg,Partei,1
linksjugend [ˈsolid] Brandenburg,Partei,1
DIE LINKE Brandenburg,Partei,1
DIE GRÜNEN Niedersachsen,Partei,1
Alternative für Deutschland Thüringen,Partei,1
DIE GRÜNEN Rheinland-Pfalz,Partei,1
Christlich-Soziale Union in Bayern e.V. (CSU),Partei,1
Alternative für Deutschland (AfD),Partei,1
Alternative für Deutschland Baden-Württemberg,Partei,1
Junge Liberale Saarland,Partei,1
Junge Alternative Bremen,Partei,1
Junge Alternative Brandenburg,Partei,1
Junge Alternative Berlin,Partei,1
Junge Alternative Bayern,Partei,1
Junge Alternative Baden-Württemberg,Partei,1
Junge Alternative Bund,Partei,1
Alternative für Deutschland Schleswig-Holstein,Partei,1
Alternative für Deutschland Sachsen-Anhalt,Partei,1
Alternative für Deutschland Sachsen ,Partei,1
Alternative für Deutschland Saarland,Partei,1
Alternative für Deutschland Rheinland-Pfalz,Partei,1
Alternative für Deutschland Nordrhein-Westfalen,Partei,1
Alternative für Deutschland Niedersachsen,Partei,1
Alternative für Deutschland Mecklenburg-Vorpommern,Partei,1
Alternative für Deutschland Hessen,Partei,1
Alternative für Deutschland Hamburg,Partei,1
Alternative für Deutschland Bremen,Partei,1
Alternative für Deutschland Brandenburg,Partei,1
Alternative für Deutschland Berlin,Partei,1
Alternative für Deutschland Bayern,Partei,1
DIE GRÜNEN Saarland,Partei,1
DIE GRÜNEN Sachsen,Partei,1
CDU Rheinland-Pfalz,Partei,1
Junge Union Hamburg,Partei,1
CDU Sachsen,Partei,1
SPD Thüringen,Partei,1
Jusos Mecklenburg-Vorpommern,Partei,1
FDP Berlin,Partei,1
FDP Brandenburg,Partei,1
FDP Bremen,Partei,1
Junge Liberale Niedersachsen,Partei,1
Junge Liberale Mecklenburg-Vorpommern,Partei,1
Junge Liberale Hessen,Partei,1
Junge Liberale Hamburg,Partei,1
Junge Liberale Bremen,Partei,1
Junge Liberale Brandenburg,Partei,1
Jusos,Partei,1
Junge Liberale Berlin,Partei,1
Junge Liberale Baden-Württemberg,Partei,1
Junge Liberale ,Partei,1
Junge Union Bremen,Partei,1
FDP Schleswig-Holstein,Partei,1
FDP Sachsen-Anhalt,Partei,1
FDP Sachsen,Partei,1
FDP Saarland,Partei,1
FDP Rheinland-Pfalz,Partei,1
FDP Nordrhein-Westfalen,Partei,1
FDP Niedersachsen,Partei,1
FDP Mecklenburg-Vorpommern,Partei,1
Junge Liberale Bayern,Partei,1
Jusos Baden-Württemberg,Partei,1
Jusos Bayern,Partei,1
Jusos Berlin,Partei,1
Bündnis C - Christen für Deutschland ,Partei,1
"Allianz für Menschenrechte, Tier- und Naturschutz ",Partei,1
Allianz Deutscher Demokraten ,Partei,1
Feministische Partei DIE FRAUEN (DIE FRAUEN),Partei,1
Partei der Vernunft (PARTEI DER VERNUNFT),Partei,1
Partei der Nichtwähler,Partei,1
III. Weg - DER DRITTE WEG,Partei,1
Junge Alternative Mecklenburg-Vorpommern,Partei,1
DIE FRAUEN,Partei,1
Junge Alternative für Deutschland - Landesverband Hamburg,Partei,1
FDP Baden-Württemberg,Partei,1
Freie Demokratische Partei (FDP),Partei,1
Jusos Thüringen,Partei,1
Jusos Schleswig-Holstein,Partei,1
Jusos Sachsen-Anhalt,Partei,1
Jusos Sachsen,Partei,1
Jusos Saarland,Partei,1
Jusos Rheinland-Pfalz,Partei,1
Jusos Nordrhein-Westfalen,Partei,1
FDP Bayern,Partei,1
Jusos Niedersachsen,Partei,1
Jusos Hessen,Partei,1
Jusos Hamburg,Partei,1
Jusos Bremen,Partei,1
Jusos Brandenburg,Partei,1
FDP Hessen,Partei,1
FDP Hamburg,Partei,1
FDP Thüringen,Partei,1
Junge Liberale Nordrhein-Westfalen,Partei,1
SPD Saarland,Partei,1
Junge Union Brandenburg,Partei,1
Junge Union Berlin,Partei,1
Junge Union Bayern,Partei,1
Junge Union Baden-Württemberg,Partei,1
Junge Union,Partei,1
CDU Thüringen,Partei,1
CDU Schleswig-Holstein,Partei,1
CDU Sachsen-Anhalt,Partei,1
SPD Schleswig-Holstein,Partei,1
SPD Sachsen-Anhalt,Partei,1
Staatskanzlei und Ministeriums für Kultur des Landes Sachsen-Anhalt,Behörde,2
Ministeriums für Inneres und Sport (Sachsen-Anhalt),Behörde,2
Ministeriums für Justiz und Verbraucherschutz (Sachsen-Anhalt),Behörde,2
Ministeriums der Finanzen (Sachsen-Anhalt),Behörde,2
"Ministeriums für Arbeit, Soziales, Gesundheit und Gleichstellung",Behörde,2
Ministeriums für Bildung (Sachsen-Anhalt),Behörde,2
"Niedersächsisches Ministeriums für Soziales, Arbeit, Gesundheit und Gleichstellung",Behörde,2
Niedersächsisches Ministeriums für Inneres und Sport,Behörde,2
Hessisches Ministeriums für Wissenschaft und Kunst ,Behörde,2
Hessisches Ministeriums der Justiz ,Behörde,2
Landeskriminalamts Bremen,Behörde,2
Landeskriminalamts Brandenburg,Behörde,2
Hessisches Ministeriums des Innern und für Sport,Behörde,2
Ministeriums des Innern (NRW),Behörde,2
"Ministeriums für Wissenschaft, Forschung und Kultur ",Behörde,2
Ministeriums für Infrastruktur und Digitales (Sachsen-Anhalt),Behörde,2
Landeskriminalamts Sachsen-Anhalt,Behörde,2
Landtags von Sachsen-Anhalt,Behörde,2
"Ministeriums für Wirtschaft, Verkehr, Arbeit, Technologie und Tourismus (SH)",Behörde,2
"Ministeriums für Allgemeine und Berufliche Bildung,
Wissenschaft, Forschung und Kultur (SH)",Behörde,2
"Ministeriums für Heimat, Kommunales, Bau und Digitalisierung (NRW)",Behörde,2
"Ministeriums für Arbeit, Gesundheit und Soziales (NRW)",Behörde,2
Landeskriminalamts Hamburg,Behörde,2
Hessischer Landtags,Behörde,2
"Hessisches Ministeriums für Wirtschaft, Energie, Verkehr und Wohnen",Behörde,2
Hessisches Ministeriums der Finanzen,Behörde,2
Schleswig-Holsteinischer Landtags,Behörde,2
"Ministeriums für Wissenschaft, Energie, Klimaschutz und Umwelt (Sachsen-Anhalt)",Behörde,2
"Ministeriums für Inneres, Kommunales, Wohnen und Sport (SH)",Behörde,2
"Ministeriums für Familie, Frauen, Kultur und Integration (Rheinland-Pfalz)",Behörde,2
Ministeriums der Justiz (Rheinland-Pfalz),Behörde,2
"Ministeriums für Wirtschaft, Verkehr, Landwirtschaft und Weinbau (Rheinland-Pfalz)",Behörde,2
Ministeriums für Wissenschaft und Gesundheit (Rheinland-Pfalz),Behörde,2
Ministeriums für Bildung (Rheinland-Pfalz),Behörde,2
"Ministeriums für Arbeit, Soziales, Transformation und Digitalisierung (Rheinland-Pfalz)",Behörde,2
Ministeriums des Innern und für Sport (Rheinland-Pfalz),Behörde,2
Landeskriminalamts Rheinland-Pfalz,Behörde,2
Ministeriums der Finanzen (Rheinland-Pfalz),Behörde,2
Landtags Rheinland-Pfalz,Behörde,2
Ministeriums für Kultur und Wissenschaft,Behörde,2
"Ministeriums für Umwelt, Naturschutz und Verkehr (NRW)",Behörde,2
Ministeriums der Justiz (NRW),Behörde,2
"Ministeriums für Klimaschutz, Umwelt, Energie und Mobilität (Rheinland-Pfalz)",Behörde,2
"Sächsisches Staatsministeriums für Energie, Klimaschutz, Umwelt und Landwirtschaft",Behörde,2
"Sächsisches Staatsministeriums für Wissenschaft, Kultur und Tourismus",Behörde,2
Sächsisches Staatsministeriums für Regionalentwicklung,Behörde,2
"Ministeriums für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung",Behörde,2
"Ministeriums für Landwirtschaft, ländliche Räume, Europa und Verbraucherschutz",Behörde,2
"Ministeriums für Wirtschaft, Tourismus, Landwirtschaft und Forsten (Sachsen-Anhalt)",Behörde,2
"Ministeriums für Energie­wende, Klimaschutz, Umwelt und Natur",Behörde,2
"Ministeriums für Wirtschaft, Arbeit und Energie (Brandenburg)",Behörde,2
Landeskriminalamts Thüringen,Behörde,2
"Thüringer Ministeriums für Wirtschaft, Wissenschaft und Digitale Gesellschaft",Behörde,2
"Thüringer Ministeriums für Umwelt, Energie und Naturschutz",Behörde,2
"Thüringer Ministeriums für Arbeit, Soziales, Gesundheit, Frauen und Familie",Behörde,2
Landeskriminalamts Sachsen,Behörde,2
"Thüringer Ministeriums für Migration, Justiz und Verbraucherschutz",Behörde,2
Ministeriums für Justiz und Gesundheit (SH),Behörde,2
Thüringer Ministeriums für Infrastruktur und Landwirtschaft,Behörde,2
"Niedersächsisches Ministeriums für Wirtschaft, Verkehr, Bauen und Digitalisierung",Behörde,2
Landtags des Saarlandes,Behörde,2
"Thüringer Ministeriums für Bildung, Jugend und Sport",Behörde,2
Thüringer Landtags,Behörde,2
Landeskriminalamts Schleswig-Holstein,Behörde,2
Thüringer Ministeriums für Inneres und Kommunales,Behörde,2
"Niedersächsisches Ministeriums für Umwelt, Energie und Klimaschutz",Behörde,2
Bundesbauministeriums,Behörde,2
Niedersächsisches Ministeriums für Bundes- und Europaangelegenheiten und Regionale Entwicklung,Behörde,2
Bundesarbeitsministeriums,Behörde,2
Gesellschaftsministeriums,Behörde,2
Verteidigungsministerium,Behörde,2
Verteidigungsministeriums,Behörde,2
Bundesverteidigungsministerium,Behörde,2
Bundesverteidigungsministeriums,Behörde,2
Bundesumweltministerium,Behörde,2
Bundesumweltministeriums,Behörde,2
Umweltministerium,Behörde,2
Umweltministeriums,Behörde,2
Bundesjustizministerium,Behörde,2
Bundesjustizministeriums,Behörde,2
Justizministerium,Behörde,2
Justizministeriums,Behörde,2
Bundesfamilienministeriums,Behörde,2
Bundesernährungsministerium,Behörde,2
Ernährungsministerium,Behörde,2
Ernährungsministeriums,Behörde,2
Bundesaußenministerium,Behörde,2
Bundesaußenministeriums,Behörde,2
Außenministerium,Behörde,2
Außenministeriums,Behörde,2
Bundesbauministerium,Behörde,2
Bauministerium,Behörde,2
Bauministeriums,Behörde,2
Bundesforschungsministerium,Behörde,2
Bundesforschungsministeriums,Behörde,2
Forschungsministerium,Behörde,2
Forschungsministeriums,Behörde,2
"Sächsisches Staatsministeriums der Justiz und für Demokratie, Europa und Gleichstellung",Behörde,2
Bundesernährungsministeriums,Behörde,2
Niedersächsisches Ministeriums für Wissenschaft und Kultur,Behörde,2
Bundeswirtschaftsnministeriums,Behörde,2
Bundesinnenministeriums,Behörde,2
Landeskriminalamts Niedersachsen,Behörde,2
Landtags Nordrhein-Westfalen,Behörde,2
"Ministeriums für Wirtschaft, Industrie, Klimaschutz und Energie (NRW)",Behörde,2
Ministeriums für Landwirtschaft und Verbraucherschutz,Behörde,2
"Hessisches Ministeriums für Umwelt, Klimaschutz, Landwirtschaft und Verbraucherschutz",Behörde,2
"Ministeriums für Kinder, Jugend, Familie, Gleichstellung, Flucht und Integration (NRW)",Behörde,2
Ministeriums der Finanzen (NRW),Behörde,2
"Niedersächsisches Ministeriums für Ernährung, Landwirtschaft und Verbraucherschutz",Behörde,2
Hessisches Ministeriums für Digitale Strategie und Entwicklung,Behörde,2
Hessisches Landeskriminalamts,Behörde,2
Landtags Mecklenburg-Vorpommern,Behörde,2
Hessisches Ministeriums für Soziales und Integration ,Behörde,2
"Ministeriums für Inneres, Bau und Digitalisierung (MV)",Behörde,2
"Ministeriums für Wirtschaft, Infrastruktur, Tourismus und Arbeit (MV)",Behörde,2
Bundesfinanzministeriums,Behörde,2
"Ministeriums für Klimaschutz, Landwirtschaft, ländliche Räume und Umwelt (MV) ",Behörde,2
"Ministeriums für Wissenschaft, Kultur, Bundes- und Europaangelegenheiten (MV)",Behörde,2
"Ministeriums für Soziales, Gesundheit und Sport (MV)",Behörde,2
Landeskriminalamts Mecklenburg-Vorpommern,Behörde,2
Niedersächsischer Landtags,Behörde,2
Polizei,Behörde,2
Deutscher Bundestag,Behörde,2
Deutschen Bundestags,Behörde,2
Deutschen Bundestag,Behörde,2
Bundesinnenministerium,Behörde,2
Bundesfinanzministerium,Behörde,2
Bundeswirtschaftsnministerium,Behörde,2
Bundesfamilienministerium,Behörde,2
Bundesarbeitsministerium,Behörde,2
Gesellschaftsministerium,Behörde,2
Ministeriums für Bildung und Kindertagesförderung (MV),Behörde,2
Staatsministeriums der Finanzen (Sachsen),Behörde,2
"Ministerium für Kultus, Jugend und Sport (BaWü)",Behörde,2
Sächsisches Staatsministeriums für Soziales und Gesellschaftlichen Zusammenhalt,Behörde,2
Landtag des Saarlandes,Behörde,2
Saarländische Staatskanzlei,Behörde,2
"Sächsisches Staatsministerium der Justiz und für Demokratie, Europa und Gleichstellung",Behörde,2
Staatsministerium der Finanzen (Sachsen),Behörde,2
"Sächsisches Staatsministerium für Wirtschaft, Arbeit und Verkehr",Behörde,2
Sächsisches Staatsministerium für Soziales und Gesellschaftlichen Zusammenhalt,Behörde,2
Staatsministerium für Kultus (Sachsen),Behörde,2
Sächsisches Staatsministerium des Innern,Behörde,2
Sächsische Staatskanzlei,Behörde,2
Sächsische Staatsregierung,Behörde,2
Saarländische Landesregierung,Behörde,2
Sächsischer Landtag,Behörde,2
"Sächsisches Staatsministerium für Energie, Klimaschutz, Umwelt und Landwirtschaft",Behörde,2
Verfassungsgerichtshof des Saarlandes,Behörde,2
"Ministerium für Umwelt, Klima, Mobilität, Agrar und Verbraucherschutz (Saarland)",Behörde,2
Ministerium für Bildung und Kultur (Saarland),Behörde,2
"Ministerium für Arbeit, Soziales, Frauen und Gesundheit (Saarland)",Behörde,2
"Ministerium für Inneres, Bauen und Sport (Saarland)",Behörde,2
Ministerium der Finanzen und für Wissenschaft (Saarland),Behörde,2
"Ministerium für Wirtschaft, Innovation, Digitales und Energie (Saarland)",Behörde,2
Landeskriminalamt Saarland,Behörde,2
"Ministerium für Landwirtschaft, Umwelt und Klimaschutz (Brandenburg)",Behörde,2
Landeskriminalamt Nordrhein-Westfalen,Behörde,2
"Ministerium für Bildung, Jugend und Sport (Brandenburg)",Behörde,2
Bundessprachenamt,Behörde,2
Bundessortenamt,Behörde,2
Ministerium der Justiz (Saarland),Behörde,2
Bundeszentrale für Kinder- und Jugendmedienschutz,Behörde,2
"Ministerium für Klimaschutz, Umwelt, Energie und Mobilität (Rheinland-Pfalz)",Behörde,2
"Ministerium für Umwelt, Naturschutz und Verkehr (NRW)",Behörde,2
Thüringer Landesregierung,Behörde,2
Thüringer Landtag,Behörde,2
Landeskriminalamt Schleswig-Holstein,Behörde,2
Schleswig-Holsteinisches Landesverfassungsgericht,Behörde,2
"Ministerium für Landwirtschaft, ländliche Räume, Europa und Verbraucherschutz",Behörde,2
"Ministerium für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung",Behörde,2
Thüringer Finanzministerium,Behörde,2
Ministerin für Schule und Bildung (NRW),Behörde,2
Sächsisches Staatsministerium für Regionalentwicklung,Behörde,2
"Sächsisches Staatsministerium für Wissenschaft, Kultur und Tourismus",Behörde,2
Verfassungsgerichtshof Rheinland-Pfalz ,Behörde,2
"Ministerium für Familie, Frauen, Kultur und Integration (Rheinland-Pfalz)",Behörde,2
Ministerium der Justiz (NRW),Behörde,2
Ministerium der Justiz (Rheinland-Pfalz),Behörde,2
Ministerium für Wissenschaft und Gesundheit (Rheinland-Pfalz),Behörde,2
Ministerium für Bildung (Rheinland-Pfalz),Behörde,2
"Ministerium für Arbeit, Soziales, Transformation und Digitalisierung (Rheinland-Pfalz)",Behörde,2
Ministerium des Innern und für Sport (Rheinland-Pfalz),Behörde,2
Landeskriminalamt Rheinland-Pfalz,Behörde,2
Ministerium der Finanzen (Rheinland-Pfalz),Behörde,2
Staatskanzlei Rheinland-Pfalz,Behörde,2
Landesregierung von Rheinland-Pfalz,Behörde,2
Landtag Rheinland-Pfalz,Behörde,2
Verfassungsgericht für das Land Nordrhein-Westfalen,Behörde,2
"Minister für Bundes- und Europaangelegenheiten, Internationales sowie Medien des Landes Nordrhein-Westfalen und Chef der Staatskanzlei",Behörde,2
Ministerium für Kultur und Wissenschaft,Behörde,2
"Ministerium für Wirtschaft, Verkehr, Landwirtschaft und Weinbau (Rheinland-Pfalz)",Behörde,2
Bundeskartellamt,Behörde,2
Bundesstelle für Seeunfalluntersuchung,Behörde,2
Bundesamt für Seeschifffahrt und Hydrographie,Behörde,2
Luftfahrtamt der Bundeswehr,Behörde,2
Kraftfahrt-Bundesamt,Behörde,2
Katholisches Militärbischofsamt,Behörde,2
Informationstechnikzentrum Bund,Behörde,2
Helmut-Schmidt-Universität/Universität der Bundeswehr Hamburg,Behörde,2
Generalzolldirektion,Behörde,2
Fernstraßen-Bundesamt,Behörde,2
Evangelisches Kirchenamt für die Bundeswehr,Behörde,2
Eisenbahn-Bundesamt,Behörde,2
Deutsches Patent- und Markenamt,Behörde,2
Bundeszentralamt für Steuern,Behörde,2
Luftfahrt-Bundesamt,Behörde,2
Bundesamt für Verbraucherschutz und Lebensmittelsicherheit,Behörde,2
Bundesanstalt für Wasserbau,Behörde,2
Bundesamt für das Personalmanagement der Bundeswehr,Behörde,2
"Bundesministerium für Familie, Senioren, Frauen und Jugend",Behörde,2
Bundesministerium für Ernährung und Landwirtschaft,Behörde,2
Bundesministerium der Verteidigung,Behörde,2
Bundesministerium für Arbeit und Soziales,Behörde,2
Bundesministerium der Justiz,Behörde,2
Auswärtiges Amt,Behörde,2
Bundesministerium der Finanzen,Behörde,2
Bundesministerium für Wirtschaft und Klimaschutz,Behörde,2
Presse- und Informationsamt der Bundesregierung,Behörde,2
Beauftragter der Bundesregierung für Kultur und Medien,Behörde,2
Bundesministerium für Gesundheit,Behörde,2
Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,Behörde,2
Bundesamt für den Militärischen Abschirmdienst,Behörde,2
Planungsamt der Bundeswehr,Behörde,2
"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen",Behörde,2
Bundesamt für Sicherheit in der Informationstechnik,Behörde,2
Bundespolizeipräsidium,Behörde,2
Bundesnachrichtendienst,Behörde,2
Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa,Behörde,2
Bundesamt für Soziale Sicherung,Behörde,2
Bundesamt für Kartographie und Geodäsie,Behörde,2
Bundesamt für Justiz,Behörde,2
Bundesamt für Verfassungsschutz,Behörde,2
Bundesaufsichtsamt für Flugsicherung,Behörde,2
Bundesstelle für Flugunfalluntersuchung,Behörde,2
Bundesamt für Strahlenschutz,Behörde,2
Bundesamt für Naturschutz,Behörde,2
Bundesamt für die Sicherheit der nuklearen Entsorgung,Behörde,2
Bundesstelle für Eisenbahnunfalluntersuchung,Behörde,2
Bundesinstitut für Arzneimittel und Medizinprodukte,Behörde,2
Beschaffungsamt des Bundesministeriums des Innern,Behörde,2
Bundeskriminalamt,Behörde,2
Bundesamt für Bauwesen und Raumordnung,Behörde,2
Bundesverwaltungsamt,Behörde,2
Bundeszentrale für gesundheitliche Aufklärung,Behörde,2
Bundesanstalt für Arbeitsschutz und Arbeitsmedizin[4],Behörde,2
Bundesanstalt für Straßenwesen,Behörde,2
Bundesanstalt für Materialforschung und -prüfung,Behörde,2
Zollkriminalamt (als Direktion VIII der Generalzolldirektion),Behörde,2
Universität der Bundeswehr München,Behörde,2
Umweltbundesamt,Behörde,2
Statistisches Bundesamt,Behörde,2
Thüringer Staatskanzlei,Behörde,2
Bundeskanzleramt,Behörde,2
"Thüringer Ministerium für Bildung, Jugend und Sport",Behörde,2
Ministerium für Justiz und Gesundheit (SH),Behörde,2
Landeskriminalamt Niedersachsen,Behörde,2
Niedersächsisches Ministerium für Bundes- und Europaangelegenheiten und Regionale Entwicklung,Behörde,2
Niedersächsisches Ministerium für Wissenschaft und Kultur,Behörde,2
"Niedersächsisches Ministerium für Umwelt, Energie und Klimaschutz",Behörde,2
"Niedersächsisches Ministerium für Wirtschaft, Verkehr, Bauen und Digitalisierung",Behörde,2
"Niedersächsisches Ministerium für Soziales, Arbeit, Gesundheit und Gleichstellung",Behörde,2
